src,sport,dst,dport,fiat_mean,fiat_min,fiat_max,fiat_std,biat_mean,biat_min,biat_max,biat_std,diat_mean,diat_min,diat_max,diat_std,duration,fwin_total,fwin_mean,fwin_min,fwin_max,fwin_std,bwin_total,bwin_mean,bwin_min,bwin_max,bwin_std,dwin_total,dwin_mean,dwin_min,dwin_max,dwin_std,fpnum,bpnum,dpnum,bfpnum_rate,fpnum_s,bpnum_s,dpnum_s,fpl_total,fpl_mean,fpl_min,fpl_max,fpl_std,bpl_total,bpl_mean,bpl_min,bpl_max,bpl_std,dpl_total,dpl_mean,dpl_min,dpl_max,dpl_std,bfpl_rate,fpl_s,bpl_s,dpl_s,fin_cnt,syn_cnt,rst_cnt,pst_cnt,ack_cnt,urg_cnt,cwe_cnt,ece_cnt,fwd_pst_cnt,fwd_urg_cnt,bwd_pst_cnt,bwd_urg_cnt,fp_hdr_len,bp_hdr_len,dp_hdr_len,f_ht_len,b_ht_len,d_ht_len
192.168.10.51,51801,54.235.89.91,443,3.424012,0.052582,9.812419,4.519603,5.110630,0.459619,9.761642,4.651012,1.712006,0.000059,9.761642,3.602658,10.272135,1352,338.0,338,338,0.0,369,123.0,123,123,0.0,1721,245.857143,123,338,106.397407,4,3,7,0.749813,0.389403,0.292052,0.681455,264,66.0,66,66,0.0,229,76.333333,66,97,14.61354,493,70.428571,66,97,10.84774,0.867421,25.700597,22.293321,47.993918,2,0,0,1,7,0,0,0,0,0,1,0,216,162,378,0.815094,0.704348,0.766734
192.168.10.51,37830,52.72.58.52,80,5.128003,0.176095,10.079911,4.951908,3.418896,0.051876,10.079949,4.71017,1.717860,0.000720,10.029437,3.717227,10.307262,711,237.0,237,237,0.0,500,125.0,125,125,0.0,1211,173.0,125,237,55.425626,3,4,7,1.332889,0.291057,0.388076,0.679133,198,66.0,66,66,0.0,264,66.0,66,66,0.0,462,66.0,66,66,0.0,1.333327,19.209757,25.613010,44.822767,2,0,0,0,7,0,0,0,0,0,0,0,162,216,378,0.81407,0.815094,0.818182
192.168.10.16,45152,52.6.174.16,443,0.027103,0.000626,0.053580,0.026477,0.054187,0.054187,0.054187,0.0,0.013572,0.000082,0.053479,0.023041,0.054388,1080,360.0,360,360,0.0,236,118.0,118,118,0.0,1316,263.2,118,360,118.555304,3,2,5,0.666445,55.159226,36.772818,91.932044,198,66.0,66,66,0.0,163,81.5,66,97,15.5,361,72.2,66,97,12.4,0.823228,3640.508936,2996.984629,6637.493565,2,0,0,1,5,0,0,0,0,0,1,0,162,108,270,0.81407,0.658537,0.747922
192.168.10.15,49422,192.168.10.3,445,12.023233,0.000003,30.100170,14.725412,12.023227,0.000003,30.100115,14.725369,5.465111,0.000003,30.100103,11.593213,60.116318,1518,253.0,253,253,0.0,12306,2051.0,2051,2051,0.0,13824,1152.0,253,2051,899.0,6,6,12,0.999833,0.099807,0.099807,0.199614,360,60.0,60,60,0.0,396,66.0,66,66,0.0,756,63.0,60,66,3.0,1.099997,5.988391,6.587230,12.575621,0,0,0,0,12,0,0,0,0,0,0,0,324,324,648,0.897507,0.816121,0.857143
192.168.10.16,50366,152.163.66.131,80,7.844555,3.053660,10.240003,3.387675,5.883436,0.029110,10.240017,4.48337,2.945276,0.000564,10.211747,4.305677,23.562312,1096,274.0,274,274,0.0,5120,1024.0,1024,1024,0.0,6216,690.666667,274,1024,372.677996,4,5,9,1.249688,0.169763,0.212203,0.381966,240,60.0,60,60,0.0,300,60.0,60,60,0.0,540,60.0,60,60,0.0,1.249995,10.185758,12.732197,22.917955,2,0,0,0,9,0,0,0,0,0,0,0,216,270,486,0.896266,0.89701,0.9
192.168.10.16,39656,149.174.66.134,80,10.239992,10.239975,10.240003,9e-06,10.240784,10.239646,10.245074,0.001941,4.733760,0.093639,10.146359,5.010799,61.538979,1918,274.0,274,274,0.0,7168,1024.0,1024,1024,0.0,9086,649.0,274,1024,375.0,7,7,14,0.999857,0.113749,0.113749,0.227498,420,60.0,60,60,0.0,420,60.0,60,60,0.0,840,60.0,60,60,0.0,0.999998,6.824943,6.824943,13.649886,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.897862,0.897862,0.9
192.168.10.16,34808,152.163.13.6,80,10.239986,10.239932,10.240012,2.8e-05,10.240750,10.239400,10.245347,0.002085,4.733759,0.093604,10.146401,5.010786,61.538963,1687,241.0,241,241,0.0,57330,8190.0,8190,8190,0.0,59017,4215.5,241,8190,3974.5,7,7,14,0.999857,0.113749,0.113749,0.227498,420,60.0,60,60,0.0,420,60.0,60,60,0.0,840,60.0,60,60,0.0,0.999998,6.824944,6.824944,13.649888,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.897862,0.897862,0.9
192.168.10.51,57901,172.217.10.34,443,10.047918,10.047876,10.047959,3e-05,10.048093,10.045859,10.049928,0.001358,4.640452,0.036699,10.011218,4.971836,60.325971,1820,260.0,260,260,0.0,2681,383.0,383,383,0.0,4501,321.5,260,383,61.5,7,7,14,0.999857,0.116036,0.116036,0.232072,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.658393,7.658393,15.316786,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.51,57900,172.217.10.34,443,3.090500,0.000001,10.047947,4.326366,3.090803,0.000001,10.054318,4.334545,1.506733,0.000001,10.011231,3.379679,58.762695,10779,538.95,440,642,75.975308,9625,481.25,426,533,36.656343,20404,510.1,426,642,66.259264,20,20,40,0.99995,0.340352,0.340352,0.680704,5952,297.6,66,1616,484.109017,11315,565.75,66,1484,622.476496,17267,431.675,66,1616,573.494001,1.901041,101.288751,192.554137,293.842888,0,0,0,14,40,0,0,0,4,0,10,0,1080,1080,2160,0.181421,0.09544,0.125094
192.168.10.8,50368,199.244.48.50,443,0.006032,0.000003,0.024179,0.00941,0.002060,0.000002,0.024769,0.00614,0.001788,0.000002,0.023762,0.005493,0.130611,13045,621.190476,0,8192,1693.757548,32620,615.471698,60,29200,3963.961029,45665,617.094595,0,29200,3473.906424,21,53,74,2.523689,160.782782,405.785118,566.567900,3368,160.380952,60,1581,335.633371,105229,1985.45283,60,4434,967.076797,108597,1467.527027,60,4434,1174.225337,31.243756,25786.495778,805667.210266,831453.706044,1,2,2,6,73,0,0,0,4,0,2,0,1134,2862,3996,0.336598,0.027198,0.036797
192.168.10.51,52088,23.199.206.254,80,7.913076,0.033150,10.047922,3.638857,9.226384,5.116103,10.050342,1.838174,3.956538,0.000078,10.015107,4.691653,55.391629,4568,571.0,571,571,0.0,7602,1086.0,1086,1086,0.0,12170,811.333333,571,1086,256.927141,8,7,15,0.874891,0.144426,0.126373,0.270799,528,66.0,66,66,0.0,462,66.0,66,66,0.0,990,66.0,66,66,0.0,0.874998,9.532126,8.340610,17.872736,2,0,0,0,15,0,0,0,0,0,0,0,432,378,810,0.816635,0.816415,0.818182
192.168.10.51,34970,52.84.145.67,443,6.919074,0.000016,10.047929,4.296686,7.904202,0.000002,10.048712,3.652196,3.459537,0.000002,10.025950,4.58744,55.352695,4527,503.0,503,503,0.0,1008,126.0,126,126,0.0,5535,325.588235,126,503,188.173593,9,8,17,0.88879,0.162594,0.144528,0.307122,625,69.444444,66,97,9.74236,528,66.0,66,66,0.0,1153,67.823529,66,97,7.294118,0.844799,11.291230,9.538831,20.830061,2,0,0,1,17,0,0,0,1,0,0,0,486,432,918,0.776358,0.816635,0.796184
192.168.10.51,44556,172.217.12.134,443,10.047918,10.047910,10.047929,7e-06,10.047692,10.044223,10.051888,0.002341,4.640280,0.035854,10.012057,4.97206,60.323739,2289,327.0,327,327,0.0,2443,349.0,349,349,0.0,4732,338.0,327,349,11.0,7,7,14,0.999857,0.116041,0.116041,0.232082,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.658676,7.658676,15.317352,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.51,44555,172.217.12.134,443,10.047916,10.047908,10.047924,5e-06,10.047692,10.044225,10.051890,0.002322,4.640280,0.035864,10.012060,4.972019,60.323740,2450,350.0,350,350,0.0,2443,349.0,349,349,0.0,4893,349.5,349,350,0.5,7,7,14,0.999857,0.116041,0.116041,0.232082,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.658676,7.658676,15.317352,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.51,44557,172.217.12.134,443,10.047928,10.047906,10.047959,1.6e-05,10.047915,10.046311,10.049440,0.000989,4.640310,0.036268,10.011660,4.972427,60.324133,3710,530.0,530,530,0.0,2443,349.0,349,349,0.0,6153,439.5,349,530,90.5,7,7,14,0.999857,0.116040,0.116040,0.232080,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.658626,7.658626,15.317252,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.51,44550,172.217.12.134,443,10.047920,10.047912,10.047933,7e-06,10.047917,10.046311,10.049692,0.001033,4.640290,0.036248,10.011652,4.972404,60.323865,9268,1324.0,1324,1324,0.0,2674,382.0,382,382,0.0,11942,853.0,382,1324,471.0,7,7,14,0.999857,0.116040,0.116040,0.232080,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.658660,7.658660,15.317320,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.51,45721,104.20.11.37,443,19.539395,0.015904,58.583392,27.608275,58.602222,58.602222,58.602222,0.0,11.723638,0.000003,58.583329,23.429847,58.618289,4784,1196.0,1196,1196,0.0,64,32.0,32,32,0.0,4848,808.0,32,1196,548.714862,4,2,6,0.499875,0.068238,0.034119,0.102357,310,77.5,60,95,17.5,190,95.0,95,95,0.0,500,83.333333,60,95,16.499158,0.612901,5.288452,3.241309,8.529761,0,0,0,4,6,0,0,0,2,0,2,0,216,108,324,0.694534,0.565445,0.648
192.168.10.51,43841,34.194.74.154,80,9.841155,9.841155,9.841155,0.0,4.920794,0.051754,9.789835,4.869041,2.473067,0.000642,9.789835,4.224388,9.892367,498,249.0,249,249,0.0,360,120.0,120,120,0.0,858,171.6,120,249,63.196835,2,3,5,1.49925,0.202176,0.303264,0.505440,132,66.0,66,66,0.0,198,66.0,66,66,0.0,330,66.0,66,66,0.0,1.499989,13.343621,20.015432,33.359053,2,0,0,0,5,0,0,0,0,0,0,0,108,162,270,0.81203,0.81407,0.818182
192.168.10.16,47484,34.202.137.144,443,6.689888,0.000713,10.240010,4.722254,8.017707,0.051777,10.240495,3.998975,3.344944,0.000065,10.189253,4.690316,40.139431,2681,383.0,383,383,0.0,846,141.0,141,141,0.0,3527,271.307692,141,383,120.641481,7,6,13,0.85702,0.174392,0.149479,0.323871,462,66.0,66,66,0.0,427,71.166667,66,97,11.553018,889,68.384615,66,97,8.26055,0.92424,11.509879,10.637919,22.147798,2,0,0,1,13,0,0,0,0,0,1,0,378,324,702,0.816415,0.757009,0.789651
192.168.10.16,54358,23.217.173.236,80,7.768579,0.035991,10.240163,3.994954,9.057862,3.146970,10.243538,2.643432,3.884289,0.000074,10.207127,4.775657,54.380150,2008,251.0,251,251,0.0,6573,939.0,939,939,0.0,8581,572.066667,251,939,343.234704,8,7,15,0.874891,0.147113,0.128723,0.275836,528,66.0,66,66,0.0,462,66.0,66,66,0.0,990,66.0,66,66,0.0,0.874998,9.709425,8.495747,18.205172,2,0,0,0,15,0,0,0,0,0,0,0,432,378,810,0.816635,0.816415,0.818182
192.168.10.51,45964,52.55.152.195,80,7.344884,4.609831,10.079937,2.735053,4.896584,0.051233,10.080654,4.101493,2.456724,0.000656,10.029345,3.767331,14.740445,822,274.0,274,274,0.0,1020,255.0,255,255,0.0,1842,263.142857,255,274,9.402562,3,4,7,1.332889,0.203522,0.271362,0.474884,198,66.0,66,66,0.0,264,66.0,66,66,0.0,462,66.0,66,66,0.0,1.333327,13.432430,17.909907,31.342337,2,0,0,0,7,0,0,0,0,0,0,0,162,216,378,0.81407,0.815094,0.818182
192.168.10.16,47516,104.196.189.120,443,1.804738,0.001728,3.607749,1.803011,1.202866,0.000258,3.553510,1.662306,0.610460,0.000077,3.553510,1.316386,3.662860,1158,386.0,386,386,0.0,984,246.0,246,246,0.0,2142,306.0,246,386,69.282032,3,4,7,1.332889,0.819032,1.092043,1.911075,198,66.0,66,66,0.0,295,73.75,66,97,13.423394,493,70.428571,66,97,10.84774,1.489891,54.056120,80.538159,134.594279,2,0,0,1,7,0,0,0,0,0,1,0,162,216,378,0.81407,0.72973,0.766734
192.168.10.16,55924,23.15.4.8,80,10.239998,10.239956,10.240026,2.3e-05,10.239947,10.239129,10.240813,0.000684,4.727303,0.014949,10.224993,5.089254,61.455037,7490,1070.0,1070,1070,0.0,6573,939.0,939,939,0.0,14063,1004.5,939,1070,65.5,7,7,14,0.999857,0.113904,0.113904,0.227808,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.517691,7.517691,15.035382,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,49584,192.229.173.67,80,10.239993,10.239946,10.240025,2.4e-05,10.239521,10.233449,10.246157,0.003737,4.727931,0.023148,10.216808,5.079818,61.463208,5243,749.0,749,749,0.0,2037,291.0,291,291,0.0,7280,520.0,291,749,229.0,7,7,14,0.999857,0.113889,0.113889,0.227778,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.516692,7.516692,15.033384,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,53150,129.146.14.97,80,8.613736,3.734973,10.240006,2.816755,6.891062,0.088323,10.242359,4.253184,3.454258,0.000689,10.152733,4.507823,34.542677,1250,250.0,250,250,0.0,1446,241.0,241,241,0.0,2696,245.090909,241,250,4.481366,5,6,11,1.19976,0.144748,0.173698,0.318446,330,66.0,66,66,0.0,396,66.0,66,66,0.0,726,66.0,66,66,0.0,1.199996,9.553400,11.464080,21.017480,2,0,0,0,11,0,0,0,0,0,0,0,270,324,594,0.81571,0.816121,0.818182
192.168.10.16,57562,104.196.189.120,80,8.602136,3.688631,10.240020,2.836814,6.881722,0.054873,10.243455,4.266792,3.446270,0.000722,10.186393,4.535469,34.462796,1435,287.0,287,287,0.0,1674,279.0,279,279,0.0,3109,282.636364,279,287,3.983437,5,6,11,1.19976,0.145084,0.174101,0.319185,330,66.0,66,66,0.0,396,66.0,66,66,0.0,726,66.0,66,66,0.0,1.199996,9.575543,11.490652,21.066195,2,0,0,0,11,0,0,0,0,0,0,0,270,324,594,0.81571,0.816121,0.818182
192.168.10.16,36628,2.23.104.60,80,10.239984,10.239832,10.240104,8e-05,10.240008,10.237459,10.242772,0.001559,4.734471,0.108081,10.131899,4.996436,61.548226,1659,237.0,237,237,0.0,6573,939.0,939,939,0.0,8232,588.0,237,939,351.0,7,7,14,0.999857,0.113732,0.113732,0.227464,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.506309,7.506309,15.012618,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,39794,172.217.11.34,80,8.923997,1.027997,10.240031,3.223528,10.411312,10.239606,11.268154,0.383192,4.464612,0.036230,10.203759,4.9763,62.504669,2144,268.0,268,268,0.0,2499,357.0,357,357,0.0,4643,309.533333,268,357,44.401001,8,7,15,0.874891,0.127990,0.111992,0.239982,528,66.0,66,66,0.0,462,66.0,66,66,0.0,990,66.0,66,66,0.0,0.874998,8.447369,7.391448,15.838817,0,0,0,0,15,0,0,0,0,0,0,0,432,378,810,0.816635,0.816415,0.818182
192.168.10.16,35378,23.21.91.36,80,9.818858,8.976556,10.240025,0.595598,7.364424,0.052046,10.240186,4.255769,3.688501,0.000613,10.189859,4.723611,29.508108,1268,317.0,317,317,0.0,730,146.0,146,146,0.0,1998,222.0,146,317,84.970583,4,5,9,1.249688,0.135556,0.169445,0.305001,264,66.0,66,66,0.0,330,66.0,66,66,0.0,594,66.0,66,66,0.0,1.249995,8.946694,11.183367,20.130061,2,0,0,0,9,0,0,0,0,0,0,0,216,270,486,0.815094,0.81571,0.818182
192.168.10.16,38880,172.217.6.226,80,8.923419,1.023970,10.240033,3.224937,10.410594,10.239620,11.263837,0.381582,4.464303,0.036224,10.203755,4.976511,62.500339,4552,569.0,569,569,0.0,2982,426.0,426,426,0.0,7534,502.266667,426,569,71.340934,8,7,15,0.874891,0.127999,0.111999,0.239998,528,66.0,66,66,0.0,462,66.0,66,66,0.0,990,66.0,66,66,0.0,0.874998,8.447954,7.391960,15.839914,0,0,0,0,15,0,0,0,0,0,0,0,432,378,810,0.816635,0.816415,0.818182
192.168.10.16,44236,74.121.142.169,80,10.239970,10.239877,10.240041,6.5e-05,10.240011,10.239501,10.240442,0.000395,4.728007,0.024023,10.215965,5.080623,61.464191,1778,254.0,254,254,0.0,476,68.0,68,68,0.0,2254,161.0,68,254,93.0,7,7,14,0.999857,0.113887,0.113887,0.227774,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.516572,7.516572,15.033144,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.9,2237,64.147.131.201,443,0.154013,0.000048,0.803439,0.26068,0.136779,0.000003,1.001319,0.307516,0.072432,0.000003,0.803348,0.184304,1.303873,519490,57721.111111,8192,64240,17512.787731,48605,4860.5,4380,5166,284.880765,568095,29899.736842,4380,64240,29016.315546,9,10,19,1.110988,6.902513,7.669459,14.571972,1308,145.333333,60,491,138.826831,1162,116.2,60,459,123.911904,2470,130.0,60,491,131.992424,0.888379,1003.165186,891.191090,1894.356276,2,2,0,6,18,0,0,0,4,0,2,0,486,540,1026,0.371276,0.464316,0.415385
192.168.10.51,44595,172.217.10.238,80,10.047924,10.047911,10.047954,1.4e-05,10.048028,10.046793,10.049826,0.000992,4.640347,0.036186,10.011725,4.972439,60.324611,2170,310.0,310,310,0.0,2730,390.0,390,390,0.0,4900,350.0,310,390,40.0,7,7,14,0.999857,0.116039,0.116039,0.232078,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.658566,7.658566,15.317132,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.15,49550,54.186.39.123,443,4.889249,0.084577,9.693921,4.804672,4.846978,0.084767,9.609189,4.762211,1.955700,0.000107,9.609189,3.82693,9.778598,192037,64012.333333,64002,64033,14.61354,135780,45260.0,45260,45260,0.0,327817,54636.166667,45260,64033,9376.172361,3,3,6,0.999667,0.306792,0.306792,0.613584,180,60.0,60,60,0.0,205,68.333333,60,85,11.785113,385,64.166667,60,85,9.31695,1.138883,18.407547,20.964150,39.371697,2,0,0,1,6,0,0,0,0,0,1,0,162,162,324,0.895028,0.786408,0.841558
192.168.10.8,50369,199.244.48.50,443,0.004071,0.000004,0.027947,0.008238,0.001943,0.000001,0.028251,0.006078,0.001519,0.000001,0.027643,0.005182,0.176341,17619,451.769231,0,8192,1256.283743,34270,439.358974,60,29200,3277.579368,51889,443.495726,0,29200,2772.688499,39,78,117,1.999949,221.162407,442.324814,663.487221,4448,114.051282,60,1581,251.319997,167097,2142.269231,60,4434,971.546556,171545,1466.196581,60,4434,1250.788088,37.566763,25223.856052,947578.838727,972802.694779,1,2,2,8,116,0,0,0,4,0,4,0,2106,4212,6318,0.473365,0.025207,0.03683
192.168.10.16,43882,54.173.10.244,80,10.000093,9.520256,10.240027,0.339296,7.501030,0.057105,10.239971,4.309268,3.757049,0.000994,10.188948,4.800266,30.056489,948,237.0,237,237,0.0,550,110.0,110,110,0.0,1498,166.444444,110,237,63.106807,4,5,9,1.249688,0.133083,0.166353,0.299436,264,66.0,66,66,0.0,330,66.0,66,66,0.0,594,66.0,66,66,0.0,1.249995,8.783461,10.979326,19.762787,2,0,0,0,9,0,0,0,0,0,0,0,216,270,486,0.815094,0.81571,0.818182
192.168.10.16,39842,152.163.56.2,80,10.239994,10.239970,10.240029,1.8e-05,10.239781,10.236803,10.241714,0.001618,4.728321,0.028209,10.211693,5.075722,61.468273,1659,237.0,237,237,0.0,7168,1024.0,1024,1024,0.0,8827,630.5,237,1024,393.5,7,7,14,0.999857,0.113880,0.113880,0.227760,420,60.0,60,60,0.0,420,60.0,60,60,0.0,840,60.0,60,60,0.0,0.999998,6.832793,6.832793,13.665586,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.897862,0.897862,0.9
