src,sport,dst,dport,fiat_mean,fiat_min,fiat_max,fiat_std,biat_mean,biat_min,biat_max,biat_std,diat_mean,diat_min,diat_max,diat_std,duration,fwin_total,fwin_mean,fwin_min,fwin_max,fwin_std,bwin_total,bwin_mean,bwin_min,bwin_max,bwin_std,dwin_total,dwin_mean,dwin_min,dwin_max,dwin_std,fpnum,bpnum,dpnum,bfpnum_rate,fpnum_s,bpnum_s,dpnum_s,fpl_total,fpl_mean,fpl_min,fpl_max,fpl_std,bpl_total,bpl_mean,bpl_min,bpl_max,bpl_std,dpl_total,dpl_mean,dpl_min,dpl_max,dpl_std,bfpl_rate,fpl_s,bpl_s,dpl_s,fin_cnt,syn_cnt,rst_cnt,pst_cnt,ack_cnt,urg_cnt,cwe_cnt,ece_cnt,fwd_pst_cnt,fwd_urg_cnt,bwd_pst_cnt,bwd_urg_cnt,fp_hdr_len,bp_hdr_len,dp_hdr_len,f_ht_len,b_ht_len,d_ht_len
192.168.10.16,55286,52.87.48.187,443,6.344708,0.053002,10.244006,4.495298,6.344756,0.000989,10.243354,4.522824,3.023743,0.000007,10.192457,4.410773,63.498706,8506,773.272727,728,796,21.549482,3931,357.363636,340,367,10.056863,12437,565.318182,340,796,208.633299,11,11,22,0.999909,0.173232,0.173232,0.346464,5793,526.636364,66,1792,752.342556,4384,398.545455,66,1322,543.267449,10177,462.590909,66,1792,659.303604,0.756775,91.230206,69.040777,160.270983,0,0,0,6,22,0,0,0,3,0,3,0,594,594,1188,0.10252,0.135462,0.116734
192.168.10.16,56804,107.178.247.57,443,0.470743,0.000001,14.888901,1.967371,0.388169,0.000001,14.822568,1.789803,0.212190,0.000001,14.769144,1.32884,59.837654,39808,311.0,311,311,0.0,224847,1450.625806,1230,1618,123.131147,264655,935.176678,311,1618,574.486906,128,155,283,1.210928,2.139121,2.590342,4.729463,36678,286.546875,66,655,250.873003,14285,92.16129,66,131,24.506874,50963,180.081272,66,655,195.334895,0.389471,612.958523,238.729279,851.687802,0,0,0,170,283,0,0,0,85,0,85,0,6912,8370,15282,0.188446,0.585888,0.299865
192.168.10.16,38310,13.58.117.240,443,3.967056,0.014624,10.240010,4.215865,6.611631,0.058865,10.239994,3.549843,2.381914,0.000029,10.197969,3.790521,59.547950,9507,594.1875,524,659,39.024381,1703,170.3,160,181,6.914478,11210,431.153846,160,659,208.527012,16,10,26,0.624961,0.268691,0.167932,0.436623,3780,236.25,66,520,219.791805,1956,195.6,66,282,105.817957,5736,220.615385,66,520,185.542671,0.51746,63.478256,32.847478,96.325734,0,0,0,12,26,0,0,0,6,0,6,0,864,540,1404,0.228511,0.275933,0.24477
192.168.10.16,38312,13.58.117.240,443,3.666421,0.000861,10.240055,4.230739,6.512373,0.046382,11.259500,3.988426,2.256259,0.000057,10.196568,3.753687,58.662829,10391,611.235294,546,682,37.160272,1732,173.2,164,185,6.852737,12123,449.0,164,682,213.614918,17,10,27,0.588201,0.289792,0.170466,0.460258,3846,226.235294,66,520,216.959614,1956,195.6,66,282,105.817957,5802,214.888889,66,520,184.400798,0.50858,65.561107,33.343090,98.904197,0,0,0,12,27,0,0,0,6,0,6,0,918,540,1458,0.238628,0.275933,0.251293
192.168.10.14,50185,23.203.83.176,443,3.886048,0.000004,10.031252,4.192717,3.880227,0.000001,10.032324,4.199625,1.727132,0.000001,10.008080,3.385352,15.544291,1008,201.6,0,252,100.8,4900,980.0,980,980,0.0,5908,590.8,0,980,395.672794,5,5,10,0.9998,0.321662,0.321662,0.643324,325,65.0,60,85,10.0,337,67.4,60,85,9.2,662,66.2,60,85,9.682975,1.03692,20.907998,21.679985,42.587983,2,0,1,2,10,0,0,0,1,0,1,0,270,270,540,0.828221,0.798817,0.81571
192.168.10.14,50190,52.85.100.187,443,3.870572,0.000001,10.041567,4.187763,5.149522,0.000001,10.042760,4.103942,1.935286,0.000001,10.007928,3.518957,15.482389,1265,253.0,253,253,0.0,492,123.0,123,123,0.0,1757,195.222222,123,253,64.597519,5,4,9,0.79984,0.322948,0.258358,0.581306,325,65.0,60,85,10.0,252,63.0,60,66,3.0,577,64.111111,60,85,7.780952,0.775382,20.991592,16.276558,37.268150,2,0,0,1,9,0,0,0,1,0,0,0,270,216,486,0.828221,0.853755,0.842288
192.168.10.14,50187,52.85.100.25,443,3.870554,0.000002,10.041545,4.187764,5.149489,0.000002,10.042598,4.103879,1.935281,0.000002,10.007761,3.518899,15.482351,1280,256.0,256,256,0.0,492,123.0,123,123,0.0,1772,196.888889,123,256,66.088231,5,4,9,0.79984,0.322948,0.258359,0.581307,325,65.0,60,85,10.0,252,63.0,60,66,3.0,577,64.111111,60,85,7.780952,0.775382,20.991644,16.276598,37.268242,2,0,0,1,9,0,0,0,1,0,0,0,270,216,486,0.828221,0.853755,0.842288
192.168.10.14,50331,104.88.69.146,443,5.090105,0.000004,10.031256,4.482013,5.084119,0.000001,10.036996,4.488067,2.313684,0.000001,10.007815,3.928064,25.450627,1265,210.833333,0,253,94.287533,5880,980.0,980,980,0.0,7145,595.416667,0,980,390.319625,6,6,12,0.999833,0.235751,0.235751,0.471502,385,64.166667,60,85,9.31695,403,67.166667,60,85,8.414604,788,65.666667,60,85,9.003086,1.046751,15.127329,15.834580,30.961909,1,0,2,2,12,0,0,0,1,0,1,0,324,324,648,0.839378,0.80198,0.822335
192.168.10.14,50248,23.50.75.27,80,6.347010,0.027403,10.031253,4.128692,8.454807,5.298731,10.038011,2.231687,3.173505,0.000128,10.007712,4.292369,25.388141,1280,256.0,256,256,0.0,3920,980.0,980,980,0.0,5200,577.777778,256,980,359.758492,5,4,9,0.79984,0.196942,0.157554,0.354496,300,60.0,60,60,0.0,258,64.5,60,66,2.598076,558,62.0,60,66,2.828427,0.859997,11.816541,10.162225,21.978766,2,0,0,0,9,0,0,0,0,0,0,0,270,216,486,0.89701,0.833977,0.870968
192.168.10.16,50582,52.15.239.205,443,4.844314,0.002207,10.240015,4.750844,5.247426,0.000149,10.238420,4.749114,2.423724,0.000018,10.197488,4.127573,63.016924,6292,449.428571,359,540,66.312802,1786,137.384615,125,146,7.681531,8078,299.185185,125,540,163.150246,14,13,27,0.928505,0.222163,0.206294,0.428457,3582,255.857143,66,731,300.19062,10891,837.769231,66,2923,870.608201,14473,536.037037,66,2923,704.420565,3.040479,56.841873,172.826589,229.668462,0,0,0,8,27,0,0,0,4,0,4,0,756,702,1458,0.210996,0.064451,0.100739
192.168.10.16,46210,35.164.147.83,443,0.739861,0.000047,2.873491,1.23235,1.436840,0.000003,2.873678,1.436838,0.422778,0.000003,2.787809,0.966244,2.959544,2592,518.4,0,864,423.271828,369,123.0,123,123,0.0,2961,370.125,0,864,385.508572,5,3,8,0.59988,1.689449,1.013670,2.703119,349,69.8,60,97,13.862179,229,76.333333,66,97,14.61354,578,72.25,60,97,14.497845,0.656159,117.923572,77.376785,195.300357,2,0,2,2,6,0,0,0,1,0,1,0,270,162,432,0.771429,0.704348,0.747405
192.168.10.16,49970,67.220.191.18,443,4.879492,0.001034,9.757950,4.878458,3.251127,0.000220,9.717770,4.572629,1.632248,0.000076,9.717770,3.615994,9.793586,996,332.0,332,332,0.0,1040,260.0,260,260,0.0,2036,290.857143,260,332,35.630759,3,4,7,1.332889,0.306323,0.408431,0.714754,198,66.0,66,66,0.0,317,79.25,66,119,22.949673,515,73.571429,66,119,18.546137,1.601002,20.217314,32.368123,52.585437,2,0,0,1,7,0,0,0,0,0,1,0,162,216,378,0.81407,0.679245,0.733981
192.168.10.16,36790,104.88.48.88,443,5.652570,0.000039,10.240007,4.706642,6.778503,0.000049,10.240324,4.3567,2.826285,0.000039,10.217150,4.351372,33.915523,2712,387.428571,0,452,158.167052,6234,1039.0,1039,1039,0.0,8946,688.153846,0,1039,344.933181,7,6,13,0.85702,0.206395,0.176910,0.383305,487,69.571429,60,97,11.387426,427,71.166667,66,97,11.553018,914,70.307692,60,97,11.4917,0.876795,14.359207,12.590105,26.949312,1,0,2,2,12,0,0,0,1,0,1,0,378,324,702,0.77459,0.757009,0.768053
192.168.10.16,50354,52.15.239.205,443,2.077010,0.000653,10.240051,3.661393,2.324346,0.000044,10.245119,3.821413,1.076968,0.000006,10.204228,2.826446,58.156376,27096,934.344828,705,1210,152.43275,4953,190.5,162,219,17.510986,32049,582.709091,162,1210,387.699962,29,26,55,0.896521,0.498656,0.447070,0.945726,8572,295.586207,66,731,296.789315,30619,1177.653846,66,2690,694.403726,39191,712.563636,66,2690,684.341881,3.571978,147.395704,526.494292,673.889996,0,0,0,22,55,0,0,0,11,0,11,0,1566,1404,2970,0.182667,0.045852,0.075783
192.168.10.14,50330,54.192.37.184,443,5.060117,0.000003,10.031292,4.479124,6.317417,0.000002,10.033614,4.145689,2.530059,0.000002,10.000835,4.034353,25.300686,1536,256.0,256,256,0.0,635,127.0,127,127,0.0,2171,197.363636,127,256,64.232918,6,5,11,0.833194,0.237148,0.197623,0.434771,385,64.166667,60,85,9.31695,318,63.6,60,66,2.939388,703,63.909091,60,85,7.166266,0.825972,15.216979,12.568829,27.785808,2,0,0,1,11,0,0,0,1,0,0,0,324,270,594,0.839378,0.846395,0.84495
192.168.10.14,50163,23.203.90.218,443,3.764776,0.000003,10.031268,4.15154,3.758974,0.000001,10.031245,4.157909,1.673234,0.000001,10.008124,3.329071,15.059206,1004,200.8,0,251,100.4,4905,981.0,981,981,0.0,5909,590.9,0,981,396.507364,5,5,10,0.9998,0.332023,0.332023,0.664046,325,65.0,60,85,10.0,337,67.4,60,85,9.2,662,66.2,60,85,9.682975,1.03692,21.581483,22.378338,43.959821,1,0,2,2,10,0,0,0,1,0,1,0,270,270,540,0.828221,0.798817,0.81571
192.168.10.14,50160,23.203.90.218,443,5.036886,0.000048,10.031262,4.48009,5.032286,0.000213,10.031237,4.486106,2.289507,0.000048,10.008116,3.912529,25.184675,1265,210.833333,0,253,94.287533,7908,1318.0,1318,1318,0.0,9173,764.416667,0,1318,557.583695,6,6,12,0.999833,0.238240,0.238240,0.476480,385,64.166667,60,85,9.31695,403,67.166667,60,85,8.414604,788,65.666667,60,85,9.003086,1.046751,15.287074,16.001795,31.288869,1,0,2,2,12,0,0,0,1,0,1,0,324,324,648,0.839378,0.80198,0.822335
192.168.10.16,36852,104.88.48.88,443,4.813259,0.000060,10.240028,4.794152,5.615518,0.000001,10.248035,4.727156,2.408288,0.000001,10.217139,4.141784,33.716129,2548,318.5,0,364,120.381685,5838,834.0,0,973,340.479074,8386,559.066667,0,973,357.725494,8,7,15,0.874891,0.237275,0.207616,0.444891,553,69.125,60,97,10.717247,487,69.571429,60,97,11.387426,1040,69.333333,60,97,11.03731,0.880649,16.401646,14.444126,30.845772,2,0,3,2,13,0,0,0,1,0,1,0,432,378,810,0.779783,0.77459,0.778846
192.168.10.14,50196,23.194.142.7,443,3.710072,0.000004,10.031259,4.136367,2.963445,0.000001,10.039388,3.992567,1.484045,0.000001,10.008032,3.173482,14.840550,1024,204.8,0,256,102.4,5880,980.0,980,980,0.0,6904,627.636364,0,980,392.120407,5,6,11,1.19976,0.336915,0.404298,0.741213,325,65.0,60,85,10.0,397,66.166667,60,85,8.83962,722,65.636364,60,85,9.402831,1.221535,21.899458,26.751030,48.650488,2,0,1,2,11,0,0,0,1,0,1,0,270,324,594,0.828221,0.81407,0.822715
192.168.10.16,36850,104.88.48.88,443,5.567212,0.000193,10.240031,4.755117,6.675830,0.000002,10.248986,4.445062,2.783606,0.000002,10.216968,4.348509,33.403370,2628,375.428571,0,438,153.268072,6048,1008.0,1008,1008,0.0,8676,667.384615,0,1008,334.804085,7,6,13,0.85702,0.209560,0.179623,0.389183,487,69.571429,60,97,11.387426,427,71.166667,66,97,11.553018,914,70.307692,60,97,11.4917,0.876795,14.579367,12.783141,27.362508,1,0,2,2,12,0,0,0,1,0,1,0,378,324,702,0.77459,0.757009,0.768053
192.168.10.16,55270,23.50.75.27,80,0,0,0,0,0.023532,0.023532,0.023532,0.0,0.011766,0.000531,0.023001,0.011235,0.023632,261,261.0,261,261,0.0,1878,939.0,939,939,0.0,2139,713.0,261,939,319.612265,1,2,3,1.998002,42.315504,84.631009,126.946513,66,66.0,66,66,0.0,132,66.0,66,66,0.0,198,66.0,66,66,0.0,1.99997,2792.823290,5585.646581,8378.469871,2,0,0,0,3,0,0,0,0,0,0,0,54,108,162,0.80597,0.81203,0.818182
192.168.10.14,50334,93.92.100.173,443,4.892646,0.000004,10.109412,4.513735,6.090018,0.000273,10.109731,4.27782,2.446323,0.000004,10.006219,3.959075,24.463328,1512,252.0,252,252,0.0,2553,510.6,510,511,0.489898,4065,369.545455,252,511,128.765018,6,5,11,0.833194,0.245265,0.204388,0.449653,407,67.833333,60,107,17.515866,318,63.6,60,66,2.939388,725,65.909091,60,107,13.255905,0.781325,16.637148,12.999049,29.636197,2,0,0,1,11,0,0,0,1,0,0,0,324,270,594,0.794118,0.846395,0.81931
192.168.10.16,56740,54.192.37.172,443,0.959344,0.000017,2.847444,1.335146,2.848013,2.848013,2.848013,0.0,0.575607,0.000017,2.817478,1.121017,2.878133,2604,651.0,651,651,0.0,328,164.0,164,164,0.0,2932,488.666667,164,651,229.574002,4,2,6,0.499875,1.389790,0.694895,2.084685,295,73.75,66,97,13.423394,132,66.0,66,66,0.0,427,71.166667,66,97,11.553018,0.447456,102.497001,45.863065,148.360066,2,0,0,1,6,0,0,0,1,0,0,0,216,108,324,0.72973,0.81203,0.758782
192.168.10.16,39072,54.192.37.207,443,0.959234,0.000016,2.846585,1.334619,2.846761,2.846761,2.846761,0.0,0.575540,0.000016,2.815728,1.120179,2.877802,1312,328.0,328,328,0.0,244,122.0,122,122,0.0,1556,259.333333,122,328,97.109331,4,2,6,0.499875,1.389950,0.694975,2.084925,295,73.75,66,97,13.423394,132,66.0,66,66,0.0,427,71.166667,66,97,11.553018,0.447456,102.508790,45.868340,148.377130,2,0,0,1,6,0,0,0,1,0,0,0,216,108,324,0.72973,0.81203,0.758782
192.168.10.16,34984,191.237.24.89,443,0.000040,0.000040,0.000040,0.0,0.000004,0.000004,0.000004,0.0,0.016814,0.000004,0.050398,0.023747,0.050542,586,293.0,293,293,0.0,513,256.5,0,513,256.5,1099,274.75,0,513,182.288748,2,2,4,0.9995,39.571050,39.571050,79.142100,185,92.5,66,119,26.5,126,63.0,60,66,3.0,311,77.75,60,119,23.941335,0.681077,3660.322108,2492.976139,6153.298247,1,0,1,1,4,0,0,0,1,0,0,0,108,108,216,0.580645,0.850394,0.694534
192.168.10.16,35046,204.246.169.22,443,10.240012,10.239979,10.240043,2.1e-05,10.239035,10.233097,10.246890,0.004576,4.728542,0.030822,10.209210,5.072041,61.471143,2394,342.0,342,342,0.0,854,122.0,122,122,0.0,3248,232.0,122,342,110.0,7,7,14,0.999857,0.113875,0.113875,0.227750,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.515722,7.515722,15.031444,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,56810,54.148.79.143,443,3.154801,0.000569,9.376683,4.399677,4.690051,0.087795,9.292307,4.602256,1.577400,0.000002,9.292307,3.450423,9.464503,1244,311.0,311,311,0.0,357,119.0,119,119,0.0,1601,228.714286,119,311,95.015359,4,3,7,0.749813,0.422632,0.316974,0.739606,264,66.0,66,66,0.0,229,76.333333,66,97,14.61354,493,70.428571,66,97,10.84774,0.867421,27.893699,24.195671,52.089370,2,0,0,1,7,0,0,0,0,0,1,0,216,162,378,0.815094,0.704348,0.766734
192.168.10.16,41274,54.165.184.234,443,3.147156,0.000401,9.389910,4.414342,4.695230,0.051542,9.338919,4.643689,1.573578,0.000060,9.338919,3.47284,9.441568,1272,318.0,318,318,0.0,255,85.0,85,85,0.0,1527,218.142857,85,318,115.305097,4,3,7,0.749813,0.423658,0.317744,0.741402,264,66.0,66,66,0.0,229,76.333333,66,97,14.61354,493,70.428571,66,97,10.84774,0.867421,27.961457,24.254446,52.215903,2,0,0,1,7,0,0,0,0,0,1,0,216,162,378,0.815094,0.704348,0.766734
192.168.10.16,54978,129.146.14.101,443,4.619517,0.000593,10.240000,4.239788,3.462728,0.000001,10.232200,4.159504,1.743303,0.000001,10.144491,3.37425,13.946522,1336,334.0,334,334,0.0,1235,247.0,247,247,0.0,2571,285.666667,247,334,43.230648,4,5,9,1.249688,0.286810,0.358512,0.645322,264,66.0,66,66,0.0,361,72.2,66,97,12.4,625,69.444444,66,97,9.74236,1.367419,18.929451,25.884590,44.814041,2,0,0,1,9,0,0,0,0,0,1,0,216,270,486,0.815094,0.745856,0.7776
192.168.10.14,50162,23.203.90.218,443,5.064286,0.000004,10.031266,4.481559,5.058490,0.000003,10.031233,4.485683,2.301948,0.000003,10.007331,3.920353,25.321530,1270,211.666667,0,254,94.660211,8448,1408.0,1408,1408,0.0,9718,809.833333,0,1408,601.900024,6,6,12,0.999833,0.236953,0.236953,0.473906,385,64.166667,60,85,9.31695,403,67.166667,60,85,8.414604,788,65.666667,60,85,9.003086,1.046751,15.204452,15.915310,31.119762,1,0,2,2,12,0,0,0,1,0,1,0,324,324,648,0.839378,0.80198,0.822335
192.168.10.14,50200,8.43.72.98,443,3.743497,0.000004,10.046878,4.147619,4.979632,0.000003,10.046970,4.102126,1.871748,0.000003,10.011864,3.460427,14.974087,1260,252.0,252,252,0.0,57312,14328.0,14328,14328,0.0,58572,6508.0,252,14328,6994.420634,5,4,9,0.79984,0.333910,0.267128,0.601038,347,69.4,60,107,18.8,252,63.0,60,66,3.0,599,66.555556,60,107,14.507554,0.726223,23.173366,16.829073,40.002439,2,0,0,1,9,0,0,0,1,0,0,0,270,216,486,0.775862,0.853755,0.811352
192.168.10.16,55182,23.50.75.27,80,10.240014,10.239903,10.240116,6.3e-05,10.240218,10.235813,10.245476,0.003058,4.728035,0.023008,10.216895,5.080382,61.464555,2345,335.0,335,335,0.0,7042,1006.0,1006,1006,0.0,9387,670.5,335,1006,335.5,7,7,14,0.999857,0.113887,0.113887,0.227774,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.516527,7.516527,15.033054,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,52308,104.88.22.14,443,10.240012,10.239993,10.240036,1.3e-05,10.240091,10.234939,10.245615,0.003361,4.727976,0.023084,10.216932,5.080483,61.463785,2681,383.0,383,383,0.0,7042,1006.0,1006,1006,0.0,9723,694.5,383,1006,311.5,7,7,14,0.999857,0.113888,0.113888,0.227776,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.516621,7.516621,15.033242,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,55364,23.50.75.27,80,0.757548,0.757548,0.757548,0.0,0.379088,0.024242,0.733933,0.354846,0.195333,0.000457,0.733933,0.311103,0.781433,512,256.0,256,256,0.0,2817,939.0,939,939,0.0,3329,665.8,256,939,334.600299,2,3,5,1.49925,2.559400,3.839101,6.398501,132,66.0,66,66,0.0,198,66.0,66,66,0.0,330,66.0,66,66,0.0,1.499989,168.920432,253.380648,422.301080,2,0,0,0,5,0,0,0,0,0,0,0,108,162,270,0.81203,0.81407,0.818182
192.168.10.16,49714,50.57.31.206,443,10.240010,10.240005,10.240015,4e-06,10.239984,10.234274,10.245725,0.004228,4.729127,0.038015,10.201996,5.065157,61.478756,263536,37648.0,37648,37648,0.0,36099,5157.0,5157,5157,0.0,299635,21402.5,5157,37648,16245.5,7,7,14,0.999857,0.113860,0.113860,0.227720,462,66.0,66,66,0.0,462,66.0,66,66,0.0,924,66.0,66,66,0.0,0.999998,7.514791,7.514791,15.029582,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.816415,0.816415,0.818182
192.168.10.16,55362,23.50.75.27,80,8.342888,2.651522,10.240018,3.285912,6.674345,0.023688,10.242352,4.444239,3.339484,0.000400,10.216892,4.566067,33.394941,1280,256.0,256,256,0.0,5634,939.0,939,939,0.0,6914,628.545455,256,939,340.085915,5,6,11,1.19976,0.149723,0.179668,0.329391,330,66.0,66,66,0.0,396,66.0,66,66,0.0,726,66.0,66,66,0.0,1.199996,9.881736,11.858084,21.739820,2,0,0,0,11,0,0,0,0,0,0,0,270,324,594,0.81571,0.816121,0.818182
192.168.10.14,50202,216.200.232.61,443,10.046870,10.046862,10.046877,5e-06,10.046866,10.045536,10.047375,0.000629,4.639716,0.035050,10.011822,4.972966,60.316408,1771,253.0,253,253,0.0,434,62.0,62,62,0.0,2205,157.5,62,253,95.5,7,7,14,0.999857,0.116055,0.116055,0.232110,420,60.0,60,60,0.0,462,66.0,66,66,0.0,882,63.0,60,66,3.0,1.099997,6.963279,7.659607,14.622886,0,0,0,0,14,0,0,0,0,0,0,0,378,378,756,0.897862,0.816415,0.857143
